"Fields enclosure","Fields enclosure",module,Magento_ImportExport
"File to Import","Tệp để nhập",module,Magento_ImportExport
"Select File to Import","Chọn tệp để nhập",module,Magento_ImportExport
"Images File Directory","Hình ảnh tập tin thư mục",module,Magento_ImportExport
"For Type ""Local Server"" use relative path to Magento installation,,module,Magento_ImportExport
e.g. var/export, var/import, var/export/some/dir","Đối với loại ""Local Server"" sử dụng các đường dẫn tương đối để Magento cài đặt, ví dụ như xuất khẩu var, var, nhập khẩu, var/xuất khẩu/một số/thư mục",module,Magento_ImportExport
"Download Sample File","Tải tệp tin mẫu",module,Magento_ImportExport
"Please correct the data sent value.","Hãy sửa giá trị dữ liệu được gửi.",module,Magento_ImportExport
"Import/Export","Nhập/Xuất",module,Magento_ImportExport
"History","Lịch sử",module,Magento_ImportExport
"Import History","Nhập lịch sử",module,Magento_ImportExport
"Import history","Nhập lịch sử",module,Magento_ImportExport
"There is no sample file for this entity.","Có là không có tệp mẫu cho tổ chức này.",module,Magento_ImportExport
"Status","Trạng thái",module,Magento_ImportExport
"Maximum error count has been reached or system error is occurred!","Đã đạt đến số lượng tối đa lỗi hoặc hệ thống có lỗi!",module,Magento_ImportExport
"Import successfully done","Nhập khẩu thực hiện thành công",module,Magento_ImportExport
"Sorry, but the data is invalid or the file is not uploaded.","Xin lỗi, nhưng các dữ liệu không hợp lệ hoặc các tập tin không được tải lên.",module,Magento_ImportExport
"The file was not uploaded.","Các tập tin không được tải lên.",module,Magento_ImportExport
"Data validation failed. Please fix the following errors and upload the file again.","Xác nhận dữ liệu không thành công. Xin vui lòng sửa chữa các lỗi sau đây và tải lên các tập tin một lần nữa.",module,Magento_ImportExport
"Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4","Kiểm tra hàng: %1, kiểm tra thực thể: %2, hàng không hợp lệ: %3, tất cả lỗi: %4",module,Magento_ImportExport
"This file is empty. Please try another one.","Tập tin này là trống rỗng. Hãy thử cái khác.",module,Magento_ImportExport
"Please fix errors and re-upload file or simply press ""Import"" button to skip rows with errors","Please fix errors and re-upload file or simply press ""Import"" button to skip rows with errors",module,Magento_ImportExport
"File is valid! To start import process press ""Import"" button","Tập tin là hợp lệ! Để bắt đầu quá trình nhập, ấn nút ""Import""",module,Magento_ImportExport
"The file is valid, but we can't import it for some reason.","Các tập tin là hợp lệ, nhưng chúng tôi không thể tích hợp được do một số lý do.",module,Magento_ImportExport
"Show more","Hiển thị thêm",module,Magento_ImportExport
"Additional data","Dữ liệu bổ sung",module,Magento_ImportExport
"Following Error(s) has been occurred during importing process:","Lỗi sau đây đã xuất hiện trong quá trình xuất nhập dữ liệu:",module,Magento_ImportExport
"Only the first 100 errors are shown. ","Chỉ có các lỗi đầu tiên 100 được hiển thị. ",module,Magento_ImportExport
"Download full report","Tải về báo cáo đầy đủ",module,Magento_ImportExport
"in row(s):","trong (các) hàng:",module,Magento_ImportExport
"Make sure your file isn't more than %1M.","Đảm bảo rằng độ lớn tệp tin của bạn không lớn hơn %1M.",module,Magento_ImportExport
"We can't provide the upload settings right now.","Hiện tại không thể cung cấp các cài đặt tải lên ngay bây giờ.",module,Magento_ImportExport
"Created: %1, Updated: %2, Deleted: %3","Tạo: %1, Cập Nhật: %2, đã xóa: %3",module,Magento_ImportExport
"Please enter a correct entity model.","Vui lòng nhập một mô hình thực thể chính xác.",module,Magento_ImportExport
"The entity adapter object must be an instance of %1 or %2.","Tổ chức bộ điều hợp đối tượng phải là một thể hiện của %1 hoặc %2.",module,Magento_ImportExport
"The input entity code is not equal to entity adapter code.","Mã thực thể đầu vào không tương đương với mã thực thể kết hợp.",module,Magento_ImportExport
"Please enter a correct entity.","Vui lòng nhập một thực thể chính xác.",module,Magento_ImportExport
"The adapter object must be an instance of %1.","Bộ chuyển đổi đối tượng phải là một ví dụ của %1.",module,Magento_ImportExport
"Please correct the file format.","Xin vui lòng cập nhật các định dạng tập tin.",module,Magento_ImportExport
"Begin export of %1","Bắt đầu xuất khẩu %1",module,Magento_ImportExport
"There is no data for the export.","Có là không có dữ liệu cho xuất khẩu.",module,Magento_ImportExport
"Exported %1 rows.","Hàng xuất khẩu %1.",module,Magento_ImportExport
"The export is finished.","Xuất khẩu đã xong.",module,Magento_ImportExport
"Please provide filter data.","Xin vui lòng cung cấp lọc dữ liệu.",module,Magento_ImportExport
"We can't determine the attribute filter type.","Chúng tôi không thể xác định loại bộ lọc thuộc tính.",module,Magento_ImportExport
"Entity is unknown","Thực thể không rõ",module,Magento_ImportExport
"We can't identify this file format.","Không thể xác định được định dạng của tập tin này.",module,Magento_ImportExport
"Please correct the value for ""%1"" column.","Hãy sửa giá trị cho cột ""%1"".",module,Magento_ImportExport
"Please specify the writer.","Hãy chỉ ra các nhà văn.",module,Magento_ImportExport
"The destination file path must be a string.","Đường dẫn tập tin đích phải là một chuỗi.",module,Magento_ImportExport
"The destination directory is not writable.","Thư mục đích không thể ghi được.",module,Magento_ImportExport
"Destination file is not writable","Tệp đích không thể ghi",module,Magento_ImportExport
"The header column names are already set.","Các tên cột tiêu đề đã được thiết lập.",module,Magento_ImportExport
"in row(s)","trong (các) hàng",module,Magento_ImportExport
"The validation is complete.","Xác nhận là hoàn tất.",module,Magento_ImportExport
"This file does not contain any data.","Tệp này không chứa bất kỳ dữ liệu.",module,Magento_ImportExport
"Begin import of ""%1"" with ""%2"" behavior","Bắt đầu nhập khẩu của ""%1"" với các hành vi ""%2""",module,Magento_ImportExport
"The import was successful.","Chuyển nhập đã thành công.",module,Magento_ImportExport
"The file you uploaded has no extension.","Các tập tin bạn tải lên này không có phần mở rộng.",module,Magento_ImportExport
"The source file moving process failed.","Các tập tin mã nguồn di chuyển quá trình thất bại.",module,Magento_ImportExport
"Begin data validation","Bắt đầu xác nhận dữ liệu",module,Magento_ImportExport
"Import data validation is complete.","Xác nhận dữ liệu nhập khẩu được hoàn thiện.",module,Magento_ImportExport
"The behavior token for %1 is invalid.","Thẻ hành vi cho %1 không hợp lệ.",module,Magento_ImportExport
"Please enter a correct entity model","Vui lòng nhập một mô hình thực thể chính xác",module,Magento_ImportExport
"Source file coping failed","Sao chép Nguồn tập tin không thành công",module,Magento_ImportExport
"The source is not set.","Nguồn không được thiết lập.",module,Magento_ImportExport
"The adapter type must be a non-empty string.","Loại bộ điều hợp phải là một chuỗi không rỗng.",module,Magento_ImportExport
"'%1' file extension is not supported","Định dạng file '%1' không được hỗ trợ",module,Magento_ImportExport
"Adapter must be an instance of \Magento\ImportExport\Model\Import\AbstractSource","Bộ điều hợp phải là một thể hiện của \Magento\ImportExport\Model\Import\AbstractSource",module,Magento_ImportExport
"Please specify a source.","Xin vui lòng ghi rõ nguồn.",module,Magento_ImportExport
"ImportExport: Import Data validation - Validation strategy not found","Nhập xuất: Xác nhận nhập dữ liệu - chiến lược xác nhận không tìm thấy",module,Magento_ImportExport
"Cannot get autoincrement value","Không thể có được giá trị tự động gia tăng",module,Magento_ImportExport
"Error in data structure: %1 values are mixed","Lỗi trong cấu trúc dữ liệu: %1 giá trị là hỗn hợp",module,Magento_ImportExport
"-- Please Select --","-- Vui lòng chọn --",module,Magento_ImportExport
"label","nhãn",module,Magento_ImportExport
"Add/Update","Thêm/Cập Nhật",module,Magento_ImportExport
"Replace","Thay thế",module,Magento_ImportExport
"Delete","Xóa bỏ",module,Magento_ImportExport
"Note: Product IDs will be regenerated.","Lưu ý: ID Sản phẩm sẽ được tái tạo.",module,Magento_ImportExport
"Add/Update Complex Data","Thêm/Cập nhật dữ liệu phức tạp",module,Magento_ImportExport
"Delete Entities","Xóa thực thể",module,Magento_ImportExport
"Custom Action","Tùy chỉnh Hành động",module,Magento_ImportExport
"Error message","Thông báo lỗi",module,Magento_ImportExport
"URL key for specified store already exists.","URL key cho cửa hàng được chỉ định đã tồn tại.",module,Magento_ImportExport
"Entity Attributes","Thuộc tính tổ chức",module,Magento_ImportExport
"Continue","Tiếp tục",module,Magento_ImportExport
"Validation Results","Xác nhận kết quả",module,Magento_ImportExport
"ID","ID",module,Magento_ImportExport
"Start Date&Time","Ngày & thời gian bắt đầu",module,Magento_ImportExport
"User","Người Dùng",module,Magento_ImportExport
"Imported File","Tệp đã nhập",module,Magento_ImportExport
"Error File","Lỗi tệp",module,Magento_ImportExport
"Execution Time","Thời gian thực hiện",module,Magento_ImportExport
"Summary","Tóm tắt",module,Magento_ImportExport
"Data validation is failed. Please fix errors and re-upload the file..","Xác nhận dữ liệu không thành công. Xin vui lòng xem lại các lỗi và tải lại các tập tin..",module,Magento_ImportExport
"Only first 100 errors are displayed here. ","Chỉ hiển thị ở đây 100 lỗi đầu tiên. ",module,Magento_ImportExport
"in rows:","trong dòng:",module,Magento_ImportExport
"Data validation is failed. Please fix errors and re-upload the file.","Xác nhận dữ liệu không thành công. Xin vui lòng xem lại các lỗi và tải lại các tập tin.",module,Magento_ImportExport
"in rows","trong dòng",module,Magento_ImportExport
"'Error in CSV: ' .","'Error in CSV: ' .",module,Magento_ImportExport
"File must be saved in UTF-8 encoding for proper import","File must be saved in UTF-8 encoding for proper import",module,Magento_ImportExport
"There is no file: %file","There is no file: %file",module,Magento_ImportExport
"Empty attribute value constant","Empty attribute value constant",module,Magento_ImportExport
"Incorrect entity name.","Incorrect entity name.",module,Magento_ImportExport
"-- Not Selected --","--Bỏ chọn--",module,Magento_ImportExport
"Validation Strategy","Validation Strategy",module,Magento_ImportExport
"What is this?","Đây là gì?",module,Magento_ImportExport
"Message is added to queue, wait to get your file soon","Message is added to queue, wait to get your file soon",module,Magento_ImportExport
"Please provide export file name","Please provide export file name",module,Magento_ImportExport
"There are no export file with such name %1","There are no export file with such name %1",module,Magento_ImportExport
"Your export file is ready","Your export file is ready",module,Magento_ImportExport
"You can pick up your file at export main page","You can pick up your file at export main page",module,Magento_ImportExport
"Error during export process occurred","Error during export process occurred",module,Magento_ImportExport
"Error during export process occurred. Please check logs for detail","Error during export process occurred. Please check logs for detail",module,Magento_ImportExport
"New product data is added to the existing product data for the existing entries in the database. All fields except sku can be updated.","New product data is added to the existing product data for the existing entries in the database. All fields except sku can be updated.",module,Magento_ImportExport
"The existing product data is replaced with new data. <b>Exercise caution when replacing data because the existing product data will be completely cleared and all references in the system will be lost.</b>","The existing product data is replaced with new data. <b>Exercise caution when replacing data because the existing product data will be completely cleared and all references in the system will be lost.</b>",module,Magento_ImportExport
"Any entities in the import data that already exist in the database are deleted from the database.","Any entities in the import data that already exist in the database are deleted from the database.",module,Magento_ImportExport
"Are you sure you wan't to delete a file?","Are you sure you wan't to delete a file?",module,Magento_ImportExport
"File name","File name",module,Magento_ImportExport
"Indexer Management","Quản lý Chỉ mục ",module,Magento_Indexer
"Update by Schedule","Cập Nhật theo lịch biểu",module,Magento_Indexer
"Update on Save","Cập Nhật ngày lưu",module,Magento_Indexer
"Reindex required","Lập chỉ mục lại yêu cầu",module,Magento_Indexer
"Ready","Sẵn sàng",module,Magento_Indexer
"Processing","Đang tiến hành",module,Magento_Indexer
"Never","Không bao giờ",module,Magento_Indexer
"%1 index is locked by another reindex process. Skipping.","%1 chỉ số đã bị khoá bởi một tiến trình khác. Bỏ qua.",module,Magento_Indexer
"Index Management","Quản lý chỉ mục",module,Magento_Indexer
"Please select indexers.","Vui lòng chọn chỉ mục.",module,Magento_Indexer
"%1 indexer(s) are in ""Update by Schedule"" mode.","%1 chỉ mục đang ở chế độ ""Cập Nhật bởi lịch trình"".",module,Magento_Indexer
"We couldn't change indexer(s)' mode because of an error.","Chúng tôi không thể thay đổi chế độ chỉ mục vì một lỗi.",module,Magento_Indexer
"%1 indexer(s) are in ""Update on Save"" mode.","%1 chỉ mục đang ở chế độ ""Cập Nhật ngày tiết kiệm"".",module,Magento_Indexer
"One or more <a href=""%1"">indexers are invalid</a>. Make sure your <a href=""%2"" target=""_blank"">Magento cron job</a> is running.","Một hoặc nhiều <a href=""%1""> indexers là không hợp lệ</a>. Đảm bảo rằng <a href=""%2"" target=""_blank""> công việc cron Magento</a> đang chạy.",module,Magento_Indexer
"State for the same indexer","Nhà nước cho các chỉ mục giống nhau",module,Magento_Indexer
"State for the same view","Các tiểu bang để xem cùng một",module,Magento_Indexer
"Field '%1' not found","Trường '%1' không tìm thấy",module,Magento_Indexer
"Some Exception Message","Một số thông báo ngoại lệ",module,Magento_Indexer
"Test Phrase","Kiểm tra cụm từ",module,Magento_Indexer
"Change indexer mode","Thay đổi chỉ mục chế độ",module,Magento_Indexer
"Indexer","Chỉ mục",module,Magento_Indexer
"Description","Mô tả",module,Magento_Indexer
"Mode","Chế độ",module,Magento_Indexer
"Status","Trạng thái",module,Magento_Indexer
"Updated","Đã cập nhật",module,Magento_Indexer
"Your order number is: %1.","Mã số đơn hàng của bạn là: %1.",module,Magento_InstantPurchase
"Something went wrong while processing your order. Please try again later.","Có lỗi xảy ra khi xử lý đơn hàng của bạn. Xin vui lòng thử lại sau.",module,Magento_InstantPurchase
"Payment method is not defined for instance purchase.","Payment method is not defined for instance purchase.",module,Magento_InstantPurchase
"Shipping address is not defined for instance purchase.","Shipping address is not defined for instance purchase.",module,Magento_InstantPurchase
"Billing address is not defined for instance purchase.","Billing address is not defined for instance purchase.",module,Magento_InstantPurchase
"Shipping method is not defined for instance purchase.","Shipping method is not defined for instance purchase.",module,Magento_InstantPurchase
"Specified payment method is not available now.","Specified payment method is not available now.",module,Magento_InstantPurchase
"Specified shipping method is not available.","Specified shipping method is not available.",module,Magento_InstantPurchase
"Appropriate shipping method is not available.","Appropriate shipping method is not available.",module,Magento_InstantPurchase
"Cheapest price","Cheapest price",module,Magento_InstantPurchase
"Instant purchase integration not available for token.","Instant purchase integration not available for token.",module,Magento_InstantPurchase
"Instant Purchase","Instant Purchase",module,Magento_InstantPurchase
"Instant Purchase Confirmation","Instant Purchase Confirmation",module,Magento_InstantPurchase
"Are you sure you want to place order and pay?","Are you sure you want to place order and pay?",module,Magento_InstantPurchase
"Shipping Address","Địa chỉ giao hàng",module,Magento_InstantPurchase
"Billing Address","Địa chỉ thanh toán",module,Magento_InstantPurchase
"Payment Method","Phương thức thanh toán",module,Magento_InstantPurchase
"Shipping Method","Phương thức vận chuyển",module,Magento_InstantPurchase
"Enabled","Cho phép",module,Magento_InstantPurchase
"Button Text","Button Text",module,Magento_InstantPurchase
"Payment method with vault and instant purchase support should be enabled.","Payment method with vault and instant purchase support should be enabled.",module,Magento_InstantPurchase
"A payment method isn't defined for instance purchase. Verify and try again.","A payment method isn't defined for instance purchase. Verify and try again.",module,Magento_InstantPurchase
"Integrations","Tích hợp",module,Magento_Integration
"Add New Integration","Thêm tích hợp mới",module,Magento_Integration
"API","API",module,Magento_Integration
"Save","Lưu lại",module,Magento_Integration
"Save & Activate","Lưu & kích hoạt",module,Magento_Integration
"New Integration","Tích hợp mới",module,Magento_Integration
"Edit Integration '%1'","Chỉnh sửa tích hợp '%1'",module,Magento_Integration
"Integration Info","Thông tin tích hợp",module,Magento_Integration
"General","Chung",module,Magento_Integration
"Name","Tên",module,Magento_Integration
"Email","Email",module,Magento_Integration
"Callback URL","URL Gọi lại",module,Magento_Integration
"Enter URL where Oauth credentials can be sent when using Oauth for token exchange. We strongly recommend using https://.","Nhập ủy nhiệm URL Oauth có thể được gửi khi sử dụng Oauth token Exchange. Chúng tôi vô cùng khuyến khích bạn sử dụng https://.",module,Magento_Integration
"Identity link URL","Danh tính liên kết URL",module,Magento_Integration
"URL to redirect user to link their 3rd party account with this Magento integration credentials.","URL chuyển hướng người sử dụng để liên kết tài khoản bên thứ 3 với Magento tích hợp thông tin đăng nhập này.",module,Magento_Integration
"Current User Identity Verification","Xác minh danh tính người dùng hiện tại",module,Magento_Integration
"Your Password","Mật khẩu của bạn",module,Magento_Integration
"Integration Details","Chi tiết tích hợp",module,Magento_Integration
"Basic Settings","Cài đặt cơ bản",module,Magento_Integration
"Integration Tokens for Extensions","Tích hợp thẻ tiện ích mở rộng",module,Magento_Integration
"Consumer Key","Consumer key",module,Magento_Integration
"Consumer Secret","Bí mật người tiêu dùng",module,Magento_Integration
"Access Token","Access token",module,Magento_Integration
"Access Token Secret","Access Token bí mật",module,Magento_Integration
"Uninstall the extension to remove this integration","Gỡ cài đặt tiện ích mở rộng để loại bỏ tích hợp này",module,Magento_Integration
"Remove","Loại bỏ",module,Magento_Integration
"View","Hiển thị",module,Magento_Integration
"Edit","Chỉnh sửa",module,Magento_Integration
"Activate","Kích hoạt",module,Magento_Integration
"Reauthorize","Tái ủy quyền",module,Magento_Integration
"Integration not secure","Integration not secure",module,Magento_Integration
"Uninstall the extension to remove integration '%1'.","Gỡ cài đặt tiện ích mở rộng để loại bỏ tích hợp '%1'.",module,Magento_Integration
"This integration no longer exists.","Tích hợp này không còn tồn tại.",module,Magento_Integration
"The integration '%1' has been deleted.","Tích hợp '%1' đã bị xoá.",module,Magento_Integration
"Integration ID is not specified or is invalid.","ID Tích hợp không xác định hoặc không hợp lệ.",module,Magento_Integration
"Internal error. Check exception log for details.","Lỗi nội bộ. Kiểm tra Nhật ký ngoại lệ để biết chi tiết.",module,Magento_Integration
"View ""%1"" Integration","Xem ""%1"" tích hợp",module,Magento_Integration
"Edit ""%1"" Integration","Chỉnh sửa tích hợp ""%1""",module,Magento_Integration
"Warning! Integrations not using HTTPS are insecure and potentially expose private or personally identifiable information","Cảnh báo! Tích hợp không sử dụng HTTPS là không an toàn và có khả năng lộ thông tin cá nhân",module,Magento_Integration
"Cannot edit integrations created via config file.","Không thể chỉnh sửa tích hợp tạo ra thông qua tập tin cấu hình.",module,Magento_Integration
"The integration '%1' has been saved.","Đã lưu lại tích hợp '%1'.",module,Magento_Integration
"The integration was not saved.","Tích hợp đã không được lưu.",module,Magento_Integration
"The integration '%1' has been re-authorized.","Tích hợp '%1' đã được tái thẩm quyền.",module,Magento_Integration
"The integration '%1' has been activated.","Tích hợp '%1' đã được kích hoạt.",module,Magento_Integration
"Integration '%1' has been sent for re-authorization.","Tích hợp '%1' đã được gửi cho uỷ quyền lại.",module,Magento_Integration
"Integration '%1' has been sent for activation.","Tích hợp '%1' đã được gửi để kích hoạt.",module,Magento_Integration
"A consumer with ID %1 does not exist","Một người tiêu dùng với ID %1 không tồn tại",module,Magento_Integration
"title","tiêu đề",module,Magento_Integration
"You did not sign in correctly or your account is temporarily disabled.","Bạn đăng nhập không đúng cách hoặc tài khoản của bạn tạm thời bị vô hiệu hóa.",module,Magento_Integration
"This user has no tokens.","Người dùng này không có thẻ token.",module,Magento_Integration
"The tokens could not be revoked.","Các thẻ không thể bị thu hồi.",module,Magento_Integration
"Sorry, something went wrong granting permissions. You can find out more in the exceptions log.","Xin lỗi, có gì đó đã đi sai khi cấp quyền truy cập. Bạn có thể tìm hiểu thêm trong Nhật ký ngoại lệ.",module,Magento_Integration
"Something went wrong while deleting roles and permissions. You can find out more in the exceptions log.","Một cái gì đó đã đi sai trong khi xoá vai trò và quyền. Bạn có thể tìm hiểu thêm trong Nhật ký ngoại lệ.",module,Magento_Integration
"%fieldName is a required field.","%fieldName là trường bắt buộc.",module,Magento_Integration
"This customer has no tokens.","Khách hàng này không có thẻ.",module,Magento_Integration
"Inactive","Không hoạt động",module,Magento_Integration
"Active","Kích hoạt",module,Magento_Integration
"Reset","Thiết lập lại",module,Magento_Integration
"Integration with name '%1' exists.","Tên tích hợp '%1' đã tồn tại.",module,Magento_Integration
"Integration with ID '%1' does not exist.","Tích hợp với ID '%1' không tồn tại.",module,Magento_Integration
"One or more <a href=""%1"">integrations</a> have been reset because of a change to their xml configs.","Một hoặc nhiều hơn <a href=""%1""> tích hợp</a> đã được đặt lại vì một sự thay đổi của cấu hình xml.",module,Magento_Integration
"Invalid Callback URL","Gọi lại URL không hợp lệ",module,Magento_Integration
"Invalid Rejected Callback URL","URL bị từ chối gọi lại không hợp lệ",module,Magento_Integration
"Incorrect timestamp value in the oauth_timestamp parameter","Giá trị thời gian hiển thị không chính xác trong tham số oauth_timestamp",module,Magento_Integration
"The nonce is already being used by the consumer with ID %1","Nonce đã được sử dụng bởi người tiêu dùng với ID %1",module,Magento_Integration
"An error occurred validating the nonce","Lỗi soát hợp thức nonce",module,Magento_Integration
"Cannot convert to access token due to token is not request type","Không thể chuyển đổi đến access token do mã token là loại không yêu cầu",module,Magento_Integration
"Consumer key has expired","Người tiêu dùng key đã hết hạn",module,Magento_Integration
"Cannot create request token because consumer token is not a verifier token","Không thể tạo mã thông báo yêu cầu vì mã thông báo người tiêu dùng không phải là một mã thông báo được xác nhận",module,Magento_Integration
"Request token is not associated with the specified consumer","Token Yêu cầu không phải là liên kết với người tiêu dùng được chỉ định",module,Magento_Integration
"Token is already being used","Token đã được sử dụng",module,Magento_Integration
"Cannot get access token because consumer token is not a request token","Không thể nhận được quyền truy cập mã token vì token người tiêu dùng không phải là một mã token yêu cầu",module,Magento_Integration
"Token is not associated with the specified consumer","Token không liên kết với người tiêu dùng được chỉ định",module,Magento_Integration
"Token is not an access token","Mã thông báo không phải là một mã thông báo truy cập",module,Magento_Integration
"Access token has been revoked","Access token đã bị thu hồi",module,Magento_Integration
"Consumer key is not the correct length","Từ khóa khách hàng không phải là chiều dài chính xác",module,Magento_Integration
"A consumer having the specified key does not exist","Khách hàng với từ khóa được chỉ định không tồn tại",module,Magento_Integration
"Verifier is invalid","Verifier là không hợp lệ",module,Magento_Integration
"Verifier is not the correct length","Verifier không phải là chiều dài chính xác",module,Magento_Integration
"Token verifier and verifier token do not match","Token verifier và verifier token không khớp",module,Magento_Integration
"A consumer with the ID %1 does not exist","Một người tiêu dùng với ID %1 không tồn tại",module,Magento_Integration
"Token is not the correct length","Token có không chính xác độ dài",module,Magento_Integration
"Specified token does not exist","Mã thông báo đã chỉ rõ không tồn tại",module,Magento_Integration
"A token with consumer ID %1 does not exist","Một mã thông báo với người tiêu dùng ID %1 không tồn tại",module,Magento_Integration
"Unexpected error. Unable to create oAuth consumer account.","Lỗi bất ngờ. Không thể tạo tài khoản người tiêu dùng oAuth.",module,Magento_Integration
"Unexpected error. Unable to load oAuth consumer account.","Lỗi bất ngờ. Không thể tải tài khoản người tiêu dùng oAuth.",module,Magento_Integration
"Unable to post data to consumer due to an unexpected error","Không thể để gửi dữ liệu đến người tiêu dùng do lỗi bất ngờ",module,Magento_Integration
"Consumer with ID '%1' does not exist.","Người tiêu dùng với ID '%1' không tồn tại.",module,Magento_Integration
"Invalid token to except","Mã thông báo không hợp lệ để trừ",module,Magento_Integration
"Integration with ID '%1' doesn't exist.","Tích hợp với ID '%1' không tồn tại.",module,Magento_Integration
"Your account is temporarily disabled.","Tài khoản của bạn tạm thời bị vô hiệu hoá.",module,Magento_Integration
"You have entered an invalid password for current user.","Mật khẩu vừa nhập không phải là mật khâu của người đang đăng nhập.",module,Magento_Integration
"A token with consumer ID 0 does not exist","Một mã thông báo với người tiêu dùng ID 0 không tồn tại",module,Magento_Integration
"The integration you selected asks you to approve access to the following:","Tích hợp bạn chọn sẽ yêu cầu bạn phải chấp nhận quyền truy cập sau đây:",module,Magento_Integration
"No permissions requested","Không có yêu cầu quyền truy cập nào",module,Magento_Integration
"Are you sure ?","Bạn chắc chứ ?",module,Magento_Integration
"Are you sure you want to delete this integration? You can't undo this action.","Bạn có chắc bạn muốn xóa bỏ tích hợp này? Bạn không thể hoàn tác hành động này.",module,Magento_Integration
"Please setup or sign in into your 3rd party account to complete setup of this integration.","Xin vui lòng thiết lập hoặc đăng nhập vào tài khoản của bên thứ 3 để hoàn tất thiết lập tích hợp này.",module,Magento_Integration
"Available APIs","API có sẵn",module,Magento_Integration
"Resource Access","Truy cập tài nguyên",module,Magento_Integration
"Custom","Tùy chỉnh",module,Magento_Integration
"All","Tất Cả",module,Magento_Integration
"Resources","Tài nguyên",module,Magento_Integration
"Sorry, something went wrong. Please try again later.","Xin lỗi, có gì đó đã đi sai. Xin vui lòng thử lại sau.",module,Magento_Integration
"Popup Blocker is enabled! Please add this site to your exception list.","Popup Blocker được kích hoạt! Xin vui lòng thêm trang này vào danh sách ngoại lệ.",module,Magento_Integration
"Allow","Cho phép",module,Magento_Integration
"Done","Đã thực hiện",module,Magento_Integration
"System Extensions","System Extensions",module,Magento_Integration
"System Integrations","System Integrations",module,Magento_Integration
"Extensions","Tiện ích mở rộng",module,Magento_Integration
"OAuth","OAuth",module,Magento_Integration
"Access Token Expiration","Access Token Expiration",module,Magento_Integration
"Customer Token Lifetime (hours)","Thời gian hiệu lực token của khách hàng (giờ)",module,Magento_Integration
"Admin Token Lifetime (hours)","Thời gian hiệu lực token của quản trị viên (giờ)",module,Magento_Integration
"Cleanup Settings","Thiết đặt dọn dẹp",module,Magento_Integration
"Cleanup Probability","Khả năng dọn dẹp",module,Magento_Integration
"Expiration Period","Khoảng thời gian hết hạn",module,Magento_Integration
"Consumer Settings","Cài đặt người tiêu dùng",module,Magento_Integration
"OAuth consumer credentials HTTP Post maxredirects","OAuth người tiêu dùng thông tin đăng nhập HTTP POst tối đa chuyển hướng",module,Magento_Integration
"OAuth consumer credentials HTTP Post timeout","Thời gian chờ HTTP Post thông tin đăng nhập OAuth người tiêu dùng",module,Magento_Integration
"Authentication Locks","Authentication Locks",module,Magento_Integration
"Maximum Login Failures to Lock Out Account","Maximum Login Failures to Lock Out Account",module,Magento_Integration
"Lockout Time (seconds)","Lockout Time (seconds)",module,Magento_Integration
"Integrations Configuration","Cấu hình tích hợp",module,Magento_Integration
"Integration configuration file","Các tập tin cấu hình tích hợp",module,Magento_Integration
"Integrations API Configuration","Cấu hình tích hợp API",module,Magento_Integration
"Integrations API configuration file","Các tập tin cấu hình tích hợp API",module,Magento_Integration
"We couldn't find any records.","Không có kết quả tìm kiếm.",module,Magento_Integration
"Status","Trạng thái",module,Magento_Integration
"Integration configuration file.","Các tập tin cấu hình tích hợp.",module,Magento_Integration
"Integrations API configuration file.","Các tập tin cấu hình tích hợp API.",module,Magento_Integration
"No Integrations Found","Không có tích hợp nào được tìm thấy",module,Magento_Integration
"Are you sure?","Bạn chắc chứ?",module,Magento_Integration
"We will disable this feature if the value is empty.","Chúng tôi sẽ vô hiệu hóa tính năng này nếu giá trị là trống rỗng.",module,Magento_Integration
"Integer. Launch cleanup in X OAuth requests. 0 (not recommended) - to disable cleanup","Số nguyên. Khởi động chế độ dọn dẹp trong yêu cầu X OAuth. 0 (không khuyến cáo) – để vô hiệu hóa dọn dẹp",module,Magento_Integration
"Cleanup entries older than X minutes.","Dọn sạch mục lớn hơn X phút.",module,Magento_Integration
"Consumer key/secret will expire if not used within X seconds after Oauth token exchange starts.","Người tiêu chính/bí mật sẽ hết hạn nếu không được sử dụng trong vòng X giây sau khi Oauth token bắt đầu trao đổi.",module,Magento_Integration
"Number of maximum redirects for OAuth consumer credentials Post request.","Số lượng các trang đổi hướng tối đa cho người tiêu dùng OAuth các ủy nhiệm đăng bài yêu cầu.",module,Magento_Integration
"Timeout for OAuth consumer credentials Post request within X seconds.","Thời gian chờ cho người tiêu dùng OAuth các ủy nhiệm đăng bài yêu cầu trong vòng X giây.",module,Magento_Integration
"Maximum Number of authentication failures to lock out account.","Maximum Number of authentication failures to lock out account.",module,Magento_Integration
"Period of time in seconds after which account will be unlocked.","Period of time in seconds after which account will be unlocked.",module,Magento_Integration
"The integrations created in the config file can't be edited.","The integrations created in the config file can't be edited.",module,Magento_Integration
"A consumer with ""%1"" ID doesn't exist. Verify the ID and try again.","A consumer with ""%1"" ID doesn't exist. Verify the ID and try again.",module,Magento_Integration
"The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.","The account sign-in was incorrect or your account is disabled temporarily. Please wait and try again later.",module,Magento_Integration
"The tokens couldn't be revoked.","The tokens couldn't be revoked.",module,Magento_Integration
